name,id,nametype,type,class,group,mass (g),fall,year,reclat,reclong,GeoLocation
Dhofar 149,6934,Valid,Stony,Ordinary,L4,216,Found,2000-01-01,18.3165,54.31933,"(18.316500, 54.319330)"
Dhofar 1291,34507,Valid,Stony,Ordinary,H3.9,66,Found,2001-01-01,18.31667,54.14667,"(18.316670, 54.146670)"
Dhofar 536,7297,Valid,Stony,Ordinary,H5,5,Found,2001-01-01,18.31667,54.14833,"(18.316670, 54.148330)"
Dhofar 755,7501,Valid,Stony,Ordinary,L6,547,Found,2000-01-01,18.31667,54.23578,"(18.316670, 54.235780)"
Dhofar 1674,56164,Valid,Stony,Achondrites,Martian (shergottite),49.2,Found,2010-01-01,18.317,54.202,"(18.317000, 54.202000)"
Dhofar 1596,52602,Valid,Stony,Ordinary,H5-melt breccia,110,Found,2004-01-01,18.32117,54.1995,"(18.321170, 54.199500)"
Dhofar 148,6933,Valid,Stony,Ordinary,L6,5432,Found,2000-01-01,18.32167,54.481,"(18.321670, 54.481000)"
Dhofar 1668,55603,Valid,Stony,Achondrites,Martian (shergottite),6.1,Found,2011-01-01,18.322,54.148,"(18.322000, 54.148000)"
Dhofar 267,7050,Valid,Stony,Ordinary,H5,1910,Found,2000-01-01,18.32667,54.21833,"(18.326670, 54.218330)"
Dhofar 342,7125,Valid,Stony,Ordinary,H5,58,Found,2001-01-01,18.32833,54.035,"(18.328330, 54.035000)"
Dhofar 270,7053,Valid,Stony,Ordinary,LL5-6,50,Found,2001-01-01,18.32833,54.15167,"(18.328330, 54.151670)"
Dhofar 507,7268,Valid,Stony,Ordinary,H5,288,Found,2000-01-01,18.32833,54.19333,"(18.328330, 54.193330)"
Dhofar 091,6790,Valid,Stony,Ordinary,H5,946,Found,1999-01-01,18.32967,54.4805,"(18.329670, 54.480500)"
Dhofar 1039,6842,Valid,Stony,Ordinary,H6,296,Found,2000-01-01,18.33045,54.5268,"(18.330450, 54.526800)"
Dhofar 135,6920,Valid,Stony,Ordinary,H4,1495,Found,2000-01-01,18.33233,54.2615,"(18.332330, 54.261500)"
Dhofar 289,7072,Valid,Stony,Ordinary,H6,1180,Found,2001-01-01,18.33333,54.19333,"(18.333330, 54.193330)"
Dhofar 541,7302,Valid,Stony,Ordinary,H4,1233.3,Found,2000-01-01,18.33433,54.18067,"(18.334330, 54.180670)"
Dhofar 1656,55574,Valid,Stony,Ordinary,L6,420,Found,2011-01-01,18.3347,54.4026,"(18.334700, 54.402600)"
Dhofar 007,6706,Valid,Stony,Achondrites,Eucrite-cm,21270,Found,1999-01-01,18.335,54.18167,"(18.335000, 54.181670)"
Dhofar 513,7274,Valid,Stony,Ordinary,H5,434,Found,2000-01-01,18.335,54.2,"(18.335000, 54.200000)"
Dhofar 140,6925,Valid,Stony,Ordinary,L5,3170,Found,2000-01-01,18.33583,54.512,"(18.335830, 54.512000)"
Dhofar 322,7105,Valid,Stony,Ordinary,H5,658,Found,2000-01-01,18.33667,54.22167,"(18.336670, 54.221670)"
Dhofar 139,6924,Valid,Stony,Ordinary,L6,1815,Found,2000-01-01,18.33767,54.45217,"(18.337670, 54.452170)"
Dhofar 010,6709,Valid,Stony,Ordinary,H6,3527.6,Found,1999-01-01,18.33833,54.19833,"(18.338330, 54.198330)"
Dhofar 1440,48542,Valid,Stony,Achondrites,Eucrite-pmict,30,Found,2003-01-01,18.33833,54.205,"(18.338330, 54.205000)"
Dhofar 1514,53878,Valid,Stony,No Class,R3.6,1749,Found,2008-01-01,18.33861,54.38944,"(18.338610, 54.389440)"
Dhofar 008,6707,Valid,Stony,Ordinary,L3.3,2200,Found,1999-01-01,18.34167,54.18833,"(18.341670, 54.188330)"
Dhofar 189,6973,Valid,Stony,Ordinary,H3.8,120,Found,2000-01-01,18.34167,54.195,"(18.341670, 54.195000)"
Dhofar 846,7592,Valid,Stony,Ordinary,H6,156,Found,2001-01-01,18.34333,54.09333,"(18.343330, 54.093330)"
Dhofar 146,6931,Valid,Stony,Ordinary,L6,8795,Found,2000-01-01,18.34367,54.41567,"(18.343670, 54.415670)"
Dhofar 1306,34522,Valid,Stony,Ordinary,L4,104,Found,2004-01-01,18.34495,54.25875,"(18.344950, 54.258750)"
Dhofar 708,7464,Valid,Stony,Ordinary,H3,209,Found,2001-01-01,18.345,54.175,"(18.345000, 54.175000)"
Dhofar 343,7126,Valid,Stony,Ordinary,H5,62,Found,2001-01-01,18.345,54.19667,"(18.345000, 54.196670)"
Dhofar 011,6710,Valid,Stony,Ordinary,LL7,150,Found,1999-01-01,18.345,54.19833,"(18.345000, 54.198330)"
Dhofar 263,7046,Valid,Stony,Ordinary,LL6,1698.1,Found,2001-01-01,18.34583,54.40067,"(18.345830, 54.400670)"
Dhofar 264,7047,Valid,Stony,Ordinary,L6,474.4,Found,2001-01-01,18.347,54.4155,"(18.347000, 54.415500)"
Dhofar 321,7104,Valid,Stony,Ordinary,H4,594,Found,2001-01-01,18.34833,54.28667,"(18.348330, 54.286670)"
Dhofar 277,7060,Valid,Stony,Ordinary,L6,1930,Found,2001-01-01,18.34833,54.33667,"(18.348330, 54.336670)"
Dhofar 836,7582,Valid,Stony,Primitive Achondrites,Ureilite,995,Found,2000-01-01,18.34867,54.214,"(18.348670, 54.214000)"
Dhofar 1462,55271,Valid,Stony,Ordinary,L~4,400.8,Found,2008-01-01,18.34955,54.25013,"(18.349550, 54.250130)"
Dhofar 501,7262,Valid,Stony,Ordinary,H4,104,Found,2000-01-01,18.35,54.195,"(18.350000, 54.195000)"
Dhofar 1533,52402,Valid,Stony,Ordinary,LL5,341,Found,2006-01-01,18.35117,54.532,"(18.351170, 54.532000)"
Dhofar 1523,54476,Valid,Stony,Ordinary,L4,234,Found,2008-01-01,18.35167,54.24056,"(18.351670, 54.240560)"
Dhofar 947,30527,Valid,Stony,Ordinary,L5-6,170,Found,2002-01-01,18.35333,54.235,"(18.353330, 54.235000)"
Dhofar 1434,48539,Valid,Stony,Carbonaceous,CM-an,42,Found,2007-01-01,18.35675,54.02592,"(18.356750, 54.025920)"
Dhofar 141,6926,Valid,Stony,Ordinary,LL4,160,Found,2000-01-01,18.3575,54.3535,"(18.357500, 54.353500)"
Dhofar 012,6711,Valid,Stony,Ordinary,L4,4472,Found,2000-01-01,18.35833,54.23333,"(18.358330, 54.233330)"
Dhofar 1658,55576,Valid,Stony,Ordinary,LL6,3150,Found,2011-01-01,18.35967,54.40705,"(18.359670, 54.407050)"
Dhofar 225,7009,Valid,Stony,Carbonaceous,CM-an,90,Found,2001-01-01,18.36,54.18833,"(18.360000, 54.188330)"
Dhofar 1659,55577,Valid,Stony,Ordinary,L6,3695,Found,2011-01-01,18.36002,54.40972,"(18.360020, 54.409720)"
Dhofar 1657,55575,Valid,Stony,Ordinary,H6,883,Found,2011-01-01,18.36015,54.39437,"(18.360150, 54.394370)"
Dhofar 1544,52418,Valid,Stony,Ordinary,L4,2808,Found,2008-01-01,18.36367,54.56533,"(18.363670, 54.565330)"
Dhofar 528,7289,Valid,Stony,Ordinary,L5,374,Found,2001-01-01,18.36667,54.15167,"(18.366670, 54.151670)"
Dhofar 013,6712,Valid,Stony,Ordinary,H4,1070,Found,2000-01-01,18.36667,54.23667,"(18.366670, 54.236670)"
Dhofar 530,7291,Valid,Stony,Ordinary,L4,240,Found,2001-01-01,18.37,54.23333,"(18.370000, 54.233330)"
Dhofar 529,7290,Valid,Stony,Ordinary,H5,368,Found,2001-01-01,18.37333,54.13,"(18.373330, 54.130000)"
Dhofar 333,7116,Valid,Stony,Ordinary,L6,410,Found,2000-01-01,18.375,54.13833,"(18.375000, 54.138330)"
Dhofar 273,7056,Valid,Stony,Ordinary,L5,2085,Found,2001-01-01,18.375,54.14833,"(18.375000, 54.148330)"
Dhofar 114,6899,Valid,Stony,Ordinary,L6,184,Found,2000-01-01,18.37933,54.2275,"(18.379330, 54.227500)"
Dhofar 142,6927,Valid,Stony,Ordinary,L4,1835,Found,2000-01-01,18.38233,54.23617,"(18.382330, 54.236170)"
Dhofar 709,7465,Valid,Stony,Ordinary,LL6,336,Found,2001-01-01,18.385,54.135,"(18.385000, 54.135000)"
Dhofar 500,7261,Valid,Unknown,Achondrites,Achondrite-ung,116,Found,2000-01-01,18.38667,54.20333,"(18.386670, 54.203330)"
Dhofar 327,7110,Valid,Stony,Ordinary,L6,421,Found,2001-01-01,18.38833,54.13333,"(18.388330, 54.133330)"
Dhofar 197,6981,Valid,Stony,Ordinary,H4,174.5,Found,1999-01-01,18.38833,54.26667,"(18.388330, 54.266670)"
Dhofar 502,7263,Valid,Stony,Ordinary,H5,240,Found,2000-01-01,18.38833,54.29167,"(18.388330, 54.291670)"
Dhofar 190,6974,Valid,Stony,Ordinary,H4,90,Found,2000-01-01,18.38833,54.295,"(18.388330, 54.295000)"
Dhofar 1692,56198,Valid,Stony,Ordinary,L6,1568,Found,2011-01-01,18.38863,54.5411,"(18.388630, 54.541100)"
Dhofar 844,7590,Valid,Stony,Ordinary,L6,182,Found,2001-01-01,18.39167,54.16,"(18.391670, 54.160000)"
Dhofar 1558,53884,Valid,Stony,Ordinary,L4,11400,Found,2009-01-01,18.39317,54.66433,"(18.393170, 54.664330)"
Dhofar 199,6983,Valid,Stony,Ordinary,H4,160,Found,1999-01-01,18.39333,54.16667,"(18.393330, 54.166670)"
Dhofar 201,6985,Valid,Stony,Ordinary,L5,139,Found,1999-01-01,18.39333,54.16667,"(18.393330, 54.166670)"
Dhofar 857,7603,Valid,Stony,Ordinary,H6,126,Found,2001-01-01,18.395,54.13667,"(18.395000, 54.136670)"
Dhofar 856,7602,Valid,Stony,Ordinary,L6,145,Found,2001-01-01,18.395,54.27,"(18.395000, 54.270000)"
Dhofar 1655,55573,Valid,Stony,Ordinary,L6,1218,Found,2011-01-01,18.39778,54.49128,"(18.397780, 54.491280)"
Dhofar 1029,6831,Valid,Stony,Ordinary,H5,2516.2,Found,2003-01-01,18.39818,54.07842,"(18.398180, 54.078420)"
Dhofar 1636,55284,Valid,Stony,Ordinary,L5,1078,Found,2004-01-01,18.4015,54.32383,"(18.401500, 54.323830)"
Dhofar 301,7084,Valid,Stony,Achondrites,Lunar (anorth),9,Found,2001-01-01,18.40167,54.14833,"(18.401670, 54.148330)"
Dhofar 1521,52394,Valid,Stony,Ordinary,L6,1940,Found,2008-01-01,18.40167,54.54717,"(18.401670, 54.547170)"
Dhofar 300,7083,Valid,Stony,Achondrites,Eucrite,624,Found,2001-01-01,18.40333,54.14333,"(18.403330, 54.143330)"
Dhofar 287,7070,Valid,Stony,Achondrites,Lunar (basalt),154,Found,2001-01-01,18.40333,54.14667,"(18.403330, 54.146670)"
Dhofar 304,7087,Valid,Stony,Achondrites,Lunar (anorth),10,Found,2001-01-01,18.40333,54.15,"(18.403330, 54.150000)"
Dhofar 308,7091,Valid,Stony,Achondrites,Lunar (anorth),2,Found,2001-01-01,18.40333,54.15,"(18.403330, 54.150000)"
Dhofar 025,6724,Valid,Stony,Achondrites,Lunar (anorth),751,Found,2000-01-01,18.40333,54.15167,"(18.403330, 54.151670)"
Dhofar 145,6930,Valid,Stony,Ordinary,H5,666,Found,2000-01-01,18.404,54.2415,"(18.404000, 54.241500)"
Dhofar 191,6975,Valid,Stony,Ordinary,H4,226,Found,2000-01-01,18.405,54.245,"(18.405000, 54.245000)"
Dhofar 1638,55286,Valid,Stony,Ordinary,L5,1248,Found,2004-01-01,18.40617,54.31367,"(18.406170, 54.313670)"
Dhofar 845,7591,Valid,Stony,Ordinary,H4,190,Found,2001-01-01,18.40833,54.13,"(18.408330, 54.130000)"
Dhofar 1516,52390,Valid,Stony,Ordinary,H5,1134,Found,2008-01-01,18.40867,54.59533,"(18.408670, 54.595330)"
Dhofar 143,6928,Valid,Stony,Ordinary,H5,1785,Found,2000-01-01,18.412,54.16783,"(18.412000, 54.167830)"
Dhofar 782,7528,Valid,Stony,Ordinary,L6,708,Found,2000-01-01,18.41212,54.62893,"(18.412120, 54.628930)"
Dhofar 144,6929,Valid,Stony,Ordinary,H5,630,Found,2000-01-01,18.41533,54.18233,"(18.415330, 54.182330)"
Dhofar 1443,48545,Valid,Stony,Achondrites,Lunar,36.7,Found,2001-01-01,18.41667,54.425,"(18.416670, 54.425000)"
Dhofar 1317,34533,Valid,Stony,Ordinary,L6,12,Found,2001-01-01,18.42,54.10333,"(18.420000, 54.103330)"
Dhofar 532,7293,Valid,Stony,Ordinary,H5,86,Found,2001-01-01,18.42,54.24667,"(18.420000, 54.246670)"
Dhofar 1584,52590,Valid,Stony,Ordinary,H5,194,Found,2004-01-01,18.42083,54.428,"(18.420830, 54.428000)"
Dhofar 756,7502,Valid,Stony,Ordinary,H5,362,Found,2000-01-01,18.42112,54.58853,"(18.421120, 54.588530)"
Dhofar 1436,45838,Valid,Stony,Achondrites,Lunar,24.2,Found,2004-01-01,18.42333,54.42333,"(18.423330, 54.423330)"
Dhofar 239,7022,Valid,Stony,Ordinary,H4,4950,Found,2000-01-01,18.4235,54.48,"(18.423500, 54.480000)"
Dhofar 1669,55753,Valid,Stony,Achondrites,Lunar (feldsp. breccia),3.3,Found,2010-01-01,18.425,54.158,"(18.425000, 54.158000)"
Dhofar 707,7463,Valid,Stony,Ordinary,L5,205,Found,2001-01-01,18.425,54.16,"(18.425000, 54.160000)"
Jiddat Arkad 002,12170,Valid,Stony,Ordinary,H3-5,581,Found,2000-01-01,18.4254,56.82262,"(18.425400, 56.822620)"
Dhofar 1286,34495,Valid,Stony,Achondrites,Eucrite-pmict,898,Found,2005-01-01,18.42632,54.42865,"(18.426320, 54.428650)"
Dhofar 004,6703,Valid,Stony,Ordinary,H5,163,Found,1999-01-01,18.42833,54.05333,"(18.428330, 54.053330)"
Dhofar 1032,6835,Valid,Stony,Ordinary,L4/5,81.1,Found,2003-01-01,18.4285,54.17082,"(18.428500, 54.170820)"
Dhofar 1549,53883,Valid,Stony,Ordinary,LL3.4,67,Found,2008-01-01,18.43033,54.23717,"(18.430330, 54.237170)"
Dhofar 359,7142,Valid,Stony,Ordinary,H5-6,569,Found,2000-01-01,18.43085,54.45638,"(18.430850, 54.456380)"
Dhofar 1433,45837,Valid,Stony,Ordinary,H5,44790,Found,2006-01-01,18.43333,54.1,"(18.433330, 54.100000)"
Dhofar 531,7292,Valid,Stony,Ordinary,L6,258,Found,2001-01-01,18.43333,54.10833,"(18.433330, 54.108330)"
Dhofar 285,7068,Valid,Stony,Achondrites,Eucrite-pmict,216,Found,2001-01-01,18.43333,54.17,"(18.433330, 54.170000)"
Dhofar 232,7016,Valid,Stony,Ordinary,LL6,128,Found,2000-01-01,18.435,54.105,"(18.435000, 54.105000)"
Dhofar 147,6932,Valid,Stony,Ordinary,L4,200,Found,2000-01-01,18.43583,54.2355,"(18.435830, 54.235500)"
Dhofar 1441,48543,Valid,Unknown,Achondrites,Achondrite-ung,267.8,Found,2003-01-01,18.436,54.48383,"(18.436000, 54.483830)"
Dhofar 110,6895,Valid,Stony,Ordinary,H6,1287,Found,2000-01-01,18.43683,54.45483,"(18.436830, 54.454830)"
Dhofar 272,7055,Valid,Stony,Ordinary,L5,2073,Found,2001-01-01,18.43833,54.11833,"(18.438330, 54.118330)"
Dhofar 283,7066,Valid,Stony,Ordinary,H6,1788,Found,2001-01-01,18.44,54.01833,"(18.440000, 54.018330)"
Dhofar 598,7355,Valid,Stony,Ordinary,H5/6,36,Found,2001-01-01,18.44,54.47935,"(18.440000, 54.479350)"
Dhofar 344,7127,Valid,Stony,Ordinary,H5,76,Found,2001-01-01,18.44333,54.21667,"(18.443330, 54.216670)"
Dhofar 233,7017,Valid,Stony,Ordinary,L6,93,Found,2000-01-01,18.45,54.10333,"(18.450000, 54.103330)"
Dhofar 313,7096,Valid,Stony,Ordinary,H5,200,Found,2001-01-01,18.45167,54.03167,"(18.451670, 54.031670)"
Dhofar 1623,55722,Valid,Stony,Primitive Achondrites,Ureilite,890,Found,2009-01-01,18.4517,54.20653,"(18.451700, 54.206530)"
Dhofar 1463,51712,Valid,Stony,Ordinary,L/LL~4,23.6,Found,2008-01-01,18.45278,54.16155,"(18.452780, 54.161550)"
Dhofar 1571,53885,Valid,Stony,Primitive Achondrites,Ureilite,154,Found,2006-01-01,18.45333,54.16667,"(18.453330, 54.166670)"
Dhofar 1563,51568,Valid,Stony,Ordinary,H5,70,Found,2004-01-01,18.45428,54.43658,"(18.454280, 54.436580)"
Dhofar 349,7132,Valid,Stony,Ordinary,L6,412,Found,2001-01-01,18.455,54.28,"(18.455000, 54.280000)"
Dhofar 851,7597,Valid,Stony,Ordinary,H5,62,Found,2001-01-01,18.45833,54.57167,"(18.458330, 54.571670)"
Dhofar 710,7466,Valid,Stony,Ordinary,L6,182,Found,2001-01-01,18.46,54.00667,"(18.460000, 54.006670)"
Dhofar 1629,54838,Valid,Stony,Achondrites,Lunar (bas/anor),2.51,Found,2007-01-01,18.46,54.058,"(18.460000, 54.058000)"
Dhofar 1557,52428,Valid,Stony,Ordinary,L6,432,Found,2009-01-01,18.4605,54.658,"(18.460500, 54.658000)"
Dhofar 1519,53879,Valid,Stony,Primitive Achondrites,Ureilite,388,Found,2008-01-01,18.46117,54.36633,"(18.461170, 54.366330)"
Dhofar 847,7593,Valid,Stony,Ordinary,H6,130,Found,2001-01-01,18.46167,54.01,"(18.461670, 54.010000)"
Dhofar 1693,56199,Valid,Stony,Ordinary,L4,1049,Found,2011-01-01,18.46253,54.65335,"(18.462530, 54.653350)"
Dhofar 284,7067,Valid,Stony,Ordinary,L6,1337,Found,2001-01-01,18.46333,54.03,"(18.463330, 54.030000)"
Dhofar 1528,54876,Valid,Stony,Achondrites,Lunar (feldsp. breccia),213.2,Found,2009-01-01,18.46883,54.17483,"(18.468830, 54.174830)"
Dhofar 297,7080,Valid,Stony,Ordinary,L6,698,Found,2001-01-01,18.47167,54.15333,"(18.471670, 54.153330)"
Dhofar 1641,56576,Valid,Stony,Carbonaceous,CO3,390,Found,2009-01-01,18.47203,54.1284,"(18.472030, 54.128400)"
Dhofar 325,7108,Valid,Stony,Ordinary,L3.5,584,Found,2001-01-01,18.48167,54.135,"(18.481670, 54.135000)"
Dhofar 348,7131,Valid,Stony,Ordinary,L5,419,Found,2001-01-01,18.48333,54.325,"(18.483330, 54.325000)"
Dhofar 220,7004,Valid,Stony,Ordinary,H4,132,Found,2001-01-01,18.485,54.315,"(18.485000, 54.315000)"
Dhofar 1581,52587,Valid,Stony,Ordinary,H5,488,Found,2004-01-01,18.48683,54.35033,"(18.486830, 54.350330)"
Dhofar 1000,6800,Valid,Stony,Ordinary,H4,527.35,Found,1998-01-01,18.48778,54.18085,"(18.487780, 54.180850)"
Dhofar 1730,56357,Valid,Stony,Ordinary,H6,1763,Found,2011-01-01,18.49222,54.1814,"(18.492220, 54.181400)"
Dhofar 288,7071,Valid,Stony,Ordinary,L6,996,Found,2001-01-01,18.49333,54.13333,"(18.493330, 54.133330)"
Dhofar 209,6993,Valid,Stony,Ordinary,H4,111,Found,2001-01-01,18.49333,54.25167,"(18.493330, 54.251670)"
Dhofar 1583,52589,Valid,Stony,Ordinary,H5,510,Found,2004-01-01,18.49767,54.33017,"(18.497670, 54.330170)"
Dhofar 711,7467,Valid,Stony,Ordinary,L5,370,Found,2001-01-01,18.49833,54.04333,"(18.498330, 54.043330)"
Adrar Madet,385,Valid,Stony,Ordinary,H5/6,1113,Found,1997-01-01,18.5,10.4,"(18.500000, 10.400000)"
Etosha,10061,Valid,Iron,Achondrites,"Iron, IC",110700,Found,1970-01-01,-18.5,16,"(-18.500000, 16.000000)"
Dhofar 807,7553,Valid,Stony,Ordinary,H5,1260,Found,2001-01-01,18.50428,54.0859,"(18.504280, 54.085900)"
Dhofar 1524,52397,Valid,Stony,Ordinary,H5,4652,Found,2008-01-01,18.51133,54.60783,"(18.511330, 54.607830)"
Dhofar 1535,52415,Valid,Stony,Ordinary,H6,2008,Found,2006-01-01,18.515,54.1055,"(18.515000, 54.105500)"
Dhofar 929,7631,Valid,Stony,Ordinary,L5,602,Found,2002-01-01,18.51667,54.22833,"(18.516670, 54.228330)"
Dhofar 1576,51864,Valid,Stony,Ordinary,L5,7700,Found,2010-01-01,18.51667,54.23333,"(18.516670, 54.233330)"
Dhofar 1701,56326,Valid,Stony,Ordinary,H5,984,Found,2010-01-01,18.52065,54.47985,"(18.520650, 54.479850)"
Dhofar 213,6997,Valid,Stony,Ordinary,H5,256,Found,2000-01-01,18.525,54.11667,"(18.525000, 54.116670)"
Dhofar 1515,52389,Valid,Stony,Ordinary,H6,1450,Found,2008-01-01,18.52533,54.61717,"(18.525330, 54.617170)"
Dhofar 839,7585,Valid,Stony,Ordinary,H5,126,Found,2002-01-01,18.52833,54.00333,"(18.528330, 54.003330)"
Dhofar 1537,52405,Valid,Stony,Ordinary,L6,48,Found,2006-01-01,18.52867,54.642,"(18.528670, 54.642000)"
Dhofar 1284,34503,Valid,Stony,Ordinary,L5/6,558,Found,2005-01-01,18.532,54.03436,"(18.532000, 54.034360)"
Dhofar 1575,51863,Valid,Stony,Primitive Achondrites,Ureilite,2800,Found,2009-01-01,18.53333,54.13333,"(18.533330, 54.133330)"
Dhofar 1546,52419,Valid,Stony,Ordinary,L5,119,Found,2008-01-01,18.5345,54.64,"(18.534500, 54.640000)"
Dhofar 1250,33942,Valid,Stony,Ordinary,L3.8,142,Found,2005-01-01,18.534528,54.167889,"(18.534528, 54.167889)"
Dhofar 954,30534,Valid,Stony,Ordinary,H4,212,Found,2002-01-01,18.535,54.13333,"(18.535000, 54.133330)"
Dhofar 215,6999,Valid,Stony,Ordinary,H4,86,Found,2001-01-01,18.535,54.32167,"(18.535000, 54.321670)"
Dhofar 1429,45833,Valid,Stony,Achondrites,Eucrite-mmict,89,Found,2006-01-01,18.53778,54.18778,"(18.537780, 54.187780)"
Dhofar 1670,56096,Valid,Stony,Ordinary,H4,590.1,Found,2011-01-01,18.53958,54.57358,"(18.539580, 54.573580)"
Dhofar 1006,6806,Valid,Stony,Ordinary,L6,155.67,Found,2002-01-01,18.54293,54.00107,"(18.542930, 54.001070)"
Dhofar 1007,6807,Valid,Stony,Ordinary,L4,87.77,Found,2003-01-01,18.5453,54.02017,"(18.545300, 54.020170)"
Dhofar 299,7082,Valid,Stony,Ordinary,L3.9,410,Found,2001-01-01,18.54667,54.31,"(18.546670, 54.310000)"
Dhofar 371,7153,Valid,Stony,Ordinary,H4,852,Found,2000-01-01,18.54798,54.67692,"(18.547980, 54.676920)"
Dhofar 1008,6808,Valid,Stony,Ordinary,L5,76.45,Found,2002-01-01,18.54872,54.02702,"(18.548720, 54.027020)"
Dhofar 813,7559,Valid,Stony,Ordinary,L5,75.87,Found,2001-01-01,18.5497,54.12023,"(18.549700, 54.120230)"
Dhofar 1282,34501,Valid,Stony,Ordinary,L5,582,Found,2005-01-01,18.552,54.00217,"(18.552000, 54.002170)"
Dhofar 1009,6809,Valid,Stony,Ordinary,L4,334.23,Found,2003-01-01,18.5539,54.01315,"(18.553900, 54.013150)"
Dhofar 1283,34502,Valid,Stony,Ordinary,L5,502,Found,2005-01-01,18.55392,54.01958,"(18.553920, 54.019580)"
Dhofar 1010,6811,Valid,Stony,Ordinary,H4,2298.4,Found,2002-01-01,18.55417,54.00253,"(18.554170, 54.002530)"
Dhofar 1011,6812,Valid,Stony,Ordinary,L3,292.8,Found,2002-01-01,18.55478,54.04272,"(18.554780, 54.042720)"
Dhofar 1012,6813,Valid,Stony,Ordinary,L6,144.87,Found,2002-01-01,18.55492,54.0293,"(18.554920, 54.029300)"
Dhofar 1013,6814,Valid,Stony,Ordinary,L4,194.05,Found,2003-01-01,18.5552,54.01572,"(18.555200, 54.015720)"
Dhofar 1001,6801,Valid,Stony,Ordinary,L6,606.97,Found,1998-01-01,18.55577,54.00077,"(18.555770, 54.000770)"
Dhofar 1014,6815,Valid,Stony,Ordinary,L4,298.27,Found,2002-01-01,18.55673,54.00083,"(18.556730, 54.000830)"
Dhofar 811,7557,Valid,Stony,Ordinary,H5,19.32,Found,2001-01-01,18.5581,54.1039,"(18.558100, 54.103900)"
Dhofar 1002,6802,Valid,Stony,Ordinary,L6,61.82,Found,2001-01-01,18.55905,54.09825,"(18.559050, 54.098250)"
Dhofar 1015,6816,Valid,Stony,Enstatite,EH4,63.53,Found,2002-01-01,18.55907,54.08162,"(18.559070, 54.081620)"
Dhofar 1598,52618,Valid,Stony,Ordinary,L6,766,Found,2004-01-01,18.55933,54.49467,"(18.559330, 54.494670)"
Dhofar 1016,6817,Valid,Stony,Ordinary,L5,125.21,Found,2003-01-01,18.55942,54.04513,"(18.559420, 54.045130)"
Dhofar 540,7301,Valid,Stony,Enstatite,E4,104,Found,2001-01-01,18.56,54.105,"(18.560000, 54.105000)"
Dhofar 810,7556,Valid,Stony,Ordinary,H4,82.57,Found,2001-01-01,18.56095,54.09983,"(18.560950, 54.099830)"
Dhofar 1469,51612,Valid,Stony,Ordinary,L~6,110,Found,2008-01-01,18.56177,54.17217,"(18.561770, 54.172170)"
Dhofar 812,7558,Valid,Stony,Ordinary,L5,24.87,Found,2001-01-01,18.5624,54.10895,"(18.562400, 54.108950)"
Dhofar 809,7555,Valid,Stony,Ordinary,L4,25.42,Found,2001-01-01,18.5645,54.09627,"(18.564500, 54.096270)"
Dhofar 806,7552,Valid,Stony,Ordinary,L5,117.24,Found,2001-01-01,18.56528,54.0807,"(18.565280, 54.080700)"
Dhofar 1467,51610,Valid,Stony,Ordinary,L~5,1305.1,Found,2008-01-01,18.56615,54.15795,"(18.566150, 54.157950)"
Dhofar 1468,51611,Valid,Stony,Ordinary,H~5,65.6,Found,2008-01-01,18.56615,54.15795,"(18.566150, 54.157950)"
Dhofar 1471,51614,Valid,Stony,Ordinary,H~5,760,Found,2008-01-01,18.56668,54.16038,"(18.566680, 54.160380)"
Dhofar 1470,51613,Valid,Stony,Ordinary,H~5,51.6,Found,2008-01-01,18.56672,54.16967,"(18.566720, 54.169670)"
Dhofar 1580,52586,Valid,Stony,Ordinary,LL6,1503,Found,2004-01-01,18.56783,54.42683,"(18.567830, 54.426830)"
Dhofar 1464,51607,Valid,Stony,Ordinary,H~5,68.5,Found,2008-01-01,18.5689,54.16808,"(18.568900, 54.168080)"
Dhofar 1465,51608,Valid,Stony,Ordinary,L~6,236.6,Found,2008-01-01,18.56905,54.17113,"(18.569050, 54.171130)"
Dhofar 1251,33943,Valid,Stony,Ordinary,LL6,1905,Found,2005-01-01,18.56925,54.195389,"(18.569250, 54.195389)"
Dhofar 1430,45834,Valid,Stony,Carbonaceous,CK3,134,Found,2006-01-01,18.56944,54.24,"(18.569440, 54.240000)"
Dhofar 319,7102,Valid,Stony,Ordinary,H5,416,Found,2000-01-01,18.57,54.28667,"(18.570000, 54.286670)"
Dhofar 1290,34506,Valid,Stony,Ordinary,LL4,1211.3,Found,2004-01-01,18.57,54.42333,"(18.570000, 54.423330)"
Dhofar 1731,56358,Valid,Stony,Ordinary,H5,2222,Found,2011-01-01,18.57053,54.164,"(18.570530, 54.164000)"
Dhofar 1632,55280,Valid,Stony,Ordinary,L5,110,Found,2004-01-01,18.57083,54.449,"(18.570830, 54.449000)"
Dhofar 1466,51609,Valid,Stony,Ordinary,L~6,268,Found,2008-01-01,18.57128,54.17105,"(18.571280, 54.171050)"
Dhofar 781,7527,Valid,Stony,Ordinary,H5,1200,Found,2000-01-01,18.57135,54.71478,"(18.571350, 54.714780)"
Dhofar 347,7130,Valid,Stony,Ordinary,L6,62,Found,2001-01-01,18.57333,54.45667,"(18.573330, 54.456670)"
Dhofar 1472,51615,Valid,Stony,Ordinary,LL6,1064.1,Found,2008-01-01,18.57433,54.14937,"(18.574330, 54.149370)"
